ORDNUM,ORDSTATUS,TOTAL,CUSNUM,ORDTIME,ORDTYPE,RESNUM
4575,완료,11000,44,2019-05-26 13:07:11,테이크아웃,
4576,완료,3500,251,2019-05-23 14:28:17,매장,
4577,완료,4000,207,2019-05-21 17:21:50,테이크아웃,
4578,완료,2000,370,2019-05-20 12:03:14,테이크아웃,
4579,완료,11000,68,2019-05-26 23:53:44,매장,
4580,완료,12000,371,2019-05-25 11:13:17,매장,
4581,완료,4000,64,2019-05-22 22:39:34,테이크아웃,
4582,완료,8000,172,2019-05-23 16:45:52,매장,
4583,완료,3000,195,2019-05-22 07:33:33,테이크아웃,
4584,완료,7500,316,2019-05-22 14:11:14,매장,
4585,완료,17000,298,2019-05-20 16:46:34,테이크아웃,
4586,완료,3000,212,2019-05-25 06:52:55,테이크아웃,
4587,완료,2500,,2019-05-25 10:51:14,매장,
4588,완료,12000,20,2019-05-25 08:57:29,테이크아웃,
4589,완료,6000,276,2019-05-25 13:50:04,테이크아웃,
4590,취소,8000,99,2019-05-22 12:32:36,테이크아웃,
4591,완료,15000,,2019-05-25 15:12:38,테이크아웃,
4592,취소,9000,245,2019-05-20 23:34:29,테이크아웃,
4593,완료,16500,302,2019-05-22 20:44:24,테이크아웃,
4594,완료,9000,292,2019-05-26 09:41:12,테이크아웃,
4595,완료,11000,,2019-05-22 23:19:45,매장,
4596,완료,7000,192,2019-05-22 12:22:24,매장,
4597,완료,3000,195,2019-05-20 09:16:41,테이크아웃,
4598,완료,24500,223,2019-05-23 23:11:21,테이크아웃,
4599,완료,7000,,2019-05-21 22:00:16,테이크아웃,
4600,완료,15000,,2019-05-26 13:05:14,매장,
4601,완료,2500,365,2019-05-21 16:10:06,매장,
4602,완료,14000,214,2019-05-21 12:45:09,테이크아웃,
4603,완료,27500,,2019-05-22 07:18:57,테이크아웃,
4604,완료,5000,339,2019-05-25 12:21:11,테이크아웃,
4605,완료,5500,181,2019-05-21 09:15:29,매장,
4606,완료,2500,236,2019-05-26 10:18:11,매장,
4607,완료,5500,122,2019-05-21 06:10:42,테이크아웃,
4608,완료,4000,,2019-05-26 16:50:22,테이크아웃,
4609,완료,10500,239,2019-05-20 11:21:50,테이크아웃,
4610,완료,14500,,2019-05-22 11:36:41,매장,
4611,완료,14000,,2019-05-26 15:19:03,매장,
4612,완료,3000,63,2019-05-22 09:03:37,테이크아웃,
4613,완료,6000,,2019-05-26 21:27:20,매장,
4614,완료,10000,224,2019-05-26 13:07:03,매장,
4615,완료,8000,66,2019-05-22 16:56:26,테이크아웃,
4616,완료,8000,200,2019-05-26 19:11:37,테이크아웃,
4617,완료,19000,,2019-05-21 16:00:36,테이크아웃,
4618,완료,7500,231,2019-05-26 11:17:25,테이크아웃,
4619,완료,11000,239,2019-05-21 18:11:34,테이크아웃,
4620,완료,4000,320,2019-05-22 11:17:25,테이크아웃,
4621,완료,6000,,2019-05-21 18:13:58,테이크아웃,
4622,완료,6000,181,2019-05-25 13:14:12,테이크아웃,
4623,완료,3000,165,2019-05-26 16:16:49,테이크아웃,
4624,완료,1500,123,2019-05-21 16:57:39,테이크아웃,
4625,완료,16500,,2019-05-23 11:52:14,테이크아웃,
4626,완료,6000,,2019-05-20 22:06:27,테이크아웃,
4627,완료,1500,333,2019-05-21 13:43:40,테이크아웃,
4628,완료,11000,,2019-05-20 16:16:51,매장,
4629,완료,16500,370,2019-05-23 08:51:56,테이크아웃,
4630,취소,8000,277,2019-05-25 22:04:25,매장,
4631,완료,21000,73,2019-05-22 20:06:36,테이크아웃,
4632,완료,4500,,2019-05-25 06:58:08,매장,
4633,완료,27000,372,2019-05-26 14:26:55,테이크아웃,
4634,완료,18000,372,2019-05-25 06:37:20,테이크아웃,
4635,완료,8500,114,2019-05-22 13:33:32,테이크아웃,
4636,완료,4000,,2019-05-21 12:25:44,테이크아웃,
4637,완료,15000,365,2019-05-20 08:19:33,테이크아웃,
4638,완료,3000,353,2019-05-21 14:11:25,테이크아웃,
4639,완료,9000,245,2019-05-21 06:33:00,테이크아웃,
4640,완료,15000,,2019-05-26 17:29:16,매장,
4641,완료,24500,346,2019-05-20 08:32:09,테이크아웃,
4642,완료,15000,123,2019-05-26 19:31:15,매장,
4643,완료,6000,,2019-05-22 14:17:15,매장,
4644,완료,10000,233,2019-05-25 17:17:08,테이크아웃,
4645,완료,4000,,2019-05-21 10:41:14,매장,
4646,완료,9500,340,2019-05-23 23:45:51,테이크아웃,
4647,완료,3000,61,2019-05-20 18:12:59,테이크아웃,
4648,완료,6000,244,2019-05-21 18:42:40,매장,
4649,완료,4500,175,2019-05-21 11:52:08,매장,
4650,완료,11500,291,2019-05-26 14:55:45,테이크아웃,
4651,완료,4000,145,2019-05-23 11:29:58,테이크아웃,
4652,완료,3000,,2019-05-21 19:10:15,테이크아웃,
4653,완료,8000,,2019-05-20 09:45:17,테이크아웃,
4654,완료,4000,190,2019-05-22 11:14:07,매장,
4655,완료,12000,,2019-05-26 14:38:29,테이크아웃,
4656,완료,12000,117,2019-05-23 14:19:59,테이크아웃,
4657,완료,3000,300,2019-05-22 17:45:48,테이크아웃,
4658,취소,9000,208,2019-05-20 14:42:21,테이크아웃,
4659,완료,10000,109,2019-05-26 06:37:23,테이크아웃,
4660,완료,13000,164,2019-05-26 14:59:05,테이크아웃,
4661,완료,15000,288,2019-05-26 12:03:21,매장,
4662,완료,3000,43,2019-05-22 13:20:24,테이크아웃,
4663,완료,12000,122,2019-05-21 11:00:08,테이크아웃,
4664,완료,4500,,2019-05-21 11:50:01,테이크아웃,
4665,완료,12000,72,2019-05-26 20:26:11,테이크아웃,
4666,완료,4000,7,2019-05-23 12:53:14,매장,
4667,완료,7500,199,2019-05-23 08:46:56,테이크아웃,
4668,완료,16500,373,2019-05-20 16:14:03,테이크아웃,
4669,완료,35500,23,2019-05-23 15:24:24,테이크아웃,
4670,완료,31500,240,2019-05-26 19:46:46,테이크아웃,
4671,취소,3000,110,2019-05-20 21:55:46,테이크아웃,
4672,완료,29500,68,2019-05-22 08:50:17,매장,
4673,완료,13500,,2019-05-22 21:30:10,테이크아웃,
4674,완료,15000,330,2019-05-20 14:35:32,테이크아웃,
4675,완료,3000,182,2019-05-21 13:32:31,테이크아웃,
4676,완료,5000,194,2019-05-21 16:46:34,테이크아웃,
4677,완료,21000,171,2019-05-26 16:31:46,매장,
4678,완료,2500,166,2019-05-23 07:27:37,매장,
4679,완료,5500,147,2019-05-22 02:25:03,매장,
4680,완료,4500,99,2019-05-23 10:53:36,테이크아웃,
4681,완료,9000,131,2019-05-26 20:20:19,매장,
4682,완료,8000,,2019-05-26 12:31:28,매장,
4683,완료,8000,351,2019-05-26 09:42:20,테이크아웃,
4684,완료,5000,119,2019-05-25 12:28:56,테이크아웃,
4685,완료,4000,374,2019-05-22 23:49:46,테이크아웃,
4686,완료,15000,266,2019-05-22 18:00:48,테이크아웃,
4687,완료,7000,41,2019-05-22 08:39:16,매장,
4688,완료,4500,330,2019-05-23 17:39:33,테이크아웃,
4689,완료,19500,163,2019-05-26 14:36:52,테이크아웃,
4690,완료,16500,333,2019-05-25 22:58:46,매장,
4691,완료,6000,,2019-05-25 09:34:37,테이크아웃,
4692,완료,11000,,2019-05-26 10:32:56,테이크아웃,
4693,완료,8000,,2019-05-21 11:03:25,테이크아웃,
4694,완료,4000,,2019-05-25 13:53:26,테이크아웃,
4695,완료,6000,110,2019-05-25 21:52:18,매장,
4696,완료,19500,,2019-05-25 13:08:53,테이크아웃,
4697,완료,8500,,2019-05-21 11:37:16,테이크아웃,
4698,완료,8000,235,2019-05-26 13:20:13,테이크아웃,
4699,취소,3000,332,2019-05-22 07:15:41,테이크아웃,
4700,완료,10500,,2019-05-25 11:32:36,매장,
4701,완료,8000,137,2019-05-25 08:11:37,테이크아웃,
4702,완료,8500,,2019-05-25 16:35:29,매장,
4703,완료,26500,3,2019-05-26 11:55:01,테이크아웃,
4704,완료,12000,108,2019-05-26 12:11:07,테이크아웃,
4705,완료,9000,174,2019-05-23 21:41:54,테이크아웃,
4706,완료,11000,168,2019-05-22 06:10:46,테이크아웃,
4707,완료,15000,246,2019-05-21 13:07:42,테이크아웃,
4708,완료,14000,272,2019-05-23 07:02:29,매장,
4709,완료,3500,119,2019-05-26 11:09:09,테이크아웃,
4710,완료,9000,162,2019-05-20 15:52:34,매장,
4711,완료,16500,122,2019-05-20 21:02:27,매장,
4712,완료,4000,120,2019-05-26 19:19:24,매장,
4713,완료,8000,375,2019-05-23 22:26:10,테이크아웃,
4714,완료,4000,,2019-05-25 13:13:07,테이크아웃,
4715,완료,3000,360,2019-05-26 14:18:42,테이크아웃,
4716,완료,9000,371,2019-05-21 16:14:50,테이크아웃,
4717,완료,5000,,2019-05-20 11:57:15,테이크아웃,
4718,완료,4000,12,2019-05-25 08:41:04,테이크아웃,
4719,완료,2000,333,2019-05-26 23:54:06,테이크아웃,
4720,완료,6000,152,2019-05-25 08:35:30,테이크아웃,
4721,완료,5500,1,2019-05-21 11:38:36,매장,
4722,완료,5000,30,2019-05-22 14:29:39,테이크아웃,
4723,완료,18000,253,2019-05-20 07:47:08,테이크아웃,
4724,완료,25000,,2019-05-22 09:55:41,테이크아웃,
4725,완료,23000,,2019-05-20 19:06:09,테이크아웃,
4726,완료,8000,235,2019-05-25 15:38:33,테이크아웃,
4727,완료,24500,129,2019-05-22 07:19:22,테이크아웃,
4728,완료,10500,42,2019-05-26 13:14:55,테이크아웃,
4729,완료,4000,150,2019-05-22 23:54:18,테이크아웃,
4730,완료,5000,238,2019-05-25 16:49:13,테이크아웃,
4731,완료,1500,376,2019-05-26 10:45:23,매장,
4732,완료,6000,67,2019-05-22 23:22:08,테이크아웃,
4733,완료,7500,64,2019-05-21 23:34:51,매장,
4734,완료,15500,,2019-05-26 13:02:52,테이크아웃,
4735,완료,7500,,2019-05-25 16:26:10,테이크아웃,
4736,완료,4500,150,2019-05-25 11:39:28,매장,
4737,완료,3000,74,2019-05-22 22:10:50,테이크아웃,
4738,완료,4000,,2019-05-26 19:53:14,테이크아웃,
4739,완료,15000,223,2019-05-26 11:34:45,테이크아웃,
4740,완료,12000,377,2019-05-25 12:22:48,테이크아웃,
4741,취소,8000,378,2019-05-20 07:51:13,테이크아웃,
4742,취소,3500,282,2019-05-26 22:23:12,매장,
4743,완료,8000,242,2019-05-25 16:57:03,매장,
4744,완료,5000,142,2019-05-25 10:32:26,테이크아웃,
4745,완료,11000,219,2019-05-22 22:53:21,테이크아웃,
4746,완료,8000,379,2019-05-22 08:23:25,테이크아웃,
4747,완료,6000,,2019-05-22 12:53:59,테이크아웃,
4748,완료,5000,29,2019-05-26 19:52:40,테이크아웃,
4749,완료,11000,172,2019-05-26 13:54:38,매장,
4750,완료,4000,222,2019-05-23 09:44:48,테이크아웃,
4751,완료,13500,37,2019-05-23 08:12:44,테이크아웃,
4752,완료,13000,13,2019-05-26 16:57:52,테이크아웃,
4753,완료,11000,208,2019-05-21 12:23:44,테이크아웃,
4754,완료,2500,373,2019-05-26 15:16:15,매장,
4755,완료,3000,,2019-05-23 20:30:13,테이크아웃,
4756,완료,9000,,2019-05-26 16:17:13,테이크아웃,
4757,완료,14000,4,2019-05-23 15:23:48,테이크아웃,
4758,완료,8000,,2019-05-20 11:55:01,매장,
4759,완료,6000,,2019-05-25 10:50:36,매장,
4760,완료,16000,350,2019-05-26 23:27:07,매장,
4761,완료,15500,172,2019-05-25 06:54:04,테이크아웃,
4762,완료,12000,376,2019-05-20 09:14:27,테이크아웃,
4763,완료,5000,16,2019-05-22 12:23:27,테이크아웃,
4764,완료,2500,,2019-05-20 11:40:49,테이크아웃,
4765,완료,1500,22,2019-05-25 11:49:59,매장,
4766,완료,10500,,2019-05-22 13:36:51,테이크아웃,
4767,완료,21500,54,2019-05-23 12:23:12,테이크아웃,
4768,완료,12000,195,2019-05-26 13:47:08,테이크아웃,
4769,완료,10500,63,2019-05-21 23:45:19,테이크아웃,
4770,완료,4000,268,2019-05-23 12:15:11,테이크아웃,
4771,완료,16000,283,2019-05-22 08:00:32,테이크아웃,
4772,완료,6000,335,2019-05-23 14:49:33,테이크아웃,
4773,취소,3000,,2019-05-26 09:08:50,테이크아웃,
4774,완료,8000,214,2019-05-23 12:41:09,테이크아웃,
4775,취소,3000,121,2019-05-21 13:07:45,테이크아웃,
4776,완료,6000,114,2019-05-22 12:29:20,매장,
4777,완료,10000,277,2019-05-26 15:32:07,테이크아웃,
4778,완료,6000,360,2019-05-20 17:18:33,테이크아웃,
4779,완료,6000,,2019-05-25 18:08:18,테이크아웃,
4780,완료,16500,3,2019-05-25 09:46:28,테이크아웃,
4781,완료,4500,,2019-05-21 21:57:17,테이크아웃,
4782,완료,7500,,2019-05-23 14:44:00,매장,
4783,완료,4000,,2019-05-22 13:19:53,테이크아웃,
4784,완료,6000,253,2019-05-20 12:27:39,테이크아웃,
4785,완료,3000,309,2019-05-26 13:29:27,매장,
4786,완료,7000,200,2019-05-20 12:55:50,매장,
4787,완료,5500,7,2019-05-25 09:40:40,테이크아웃,
4788,완료,5500,208,2019-05-26 23:42:52,매장,
4789,완료,18000,154,2019-05-20 15:36:11,매장,
4790,완료,34000,380,2019-05-20 17:02:50,테이크아웃,
4791,완료,4000,244,2019-05-23 16:27:06,매장,
4792,완료,4000,244,2019-05-25 22:52:27,테이크아웃,
4793,완료,5500,129,2019-05-20 12:05:14,테이크아웃,
4794,완료,4500,55,2019-05-26 08:58:31,테이크아웃,
4795,완료,15000,94,2019-05-25 10:45:25,매장,
4796,완료,5500,265,2019-05-26 15:56:59,테이크아웃,
4797,취소,3000,57,2019-05-20 06:03:01,테이크아웃,
4798,완료,1500,,2019-05-23 21:10:37,테이크아웃,
4799,완료,12000,,2019-05-23 20:21:53,테이크아웃,
4800,완료,6000,128,2019-05-26 14:26:43,테이크아웃,
4801,완료,15000,,2019-05-26 13:48:08,테이크아웃,
4802,완료,4000,76,2019-05-20 17:05:19,테이크아웃,
4803,완료,5000,,2019-05-25 19:06:42,매장,
4804,완료,2500,213,2019-05-26 06:35:42,테이크아웃,
4805,완료,4000,,2019-05-22 13:08:07,테이크아웃,
4806,완료,10000,,2019-05-23 11:40:23,테이크아웃,
4807,완료,16500,381,2019-05-26 07:56:07,테이크아웃,
4808,완료,3000,95,2019-05-21 11:18:23,테이크아웃,
4809,완료,3000,382,2019-05-21 20:49:09,테이크아웃,
4810,완료,12000,313,2019-05-20 13:55:28,테이크아웃,
4811,완료,21000,154,2019-05-23 18:27:25,테이크아웃,
4812,완료,4000,143,2019-05-21 21:17:58,테이크아웃,
4813,완료,7500,246,2019-05-25 09:33:06,테이크아웃,
4814,완료,12000,151,2019-05-22 07:59:50,테이크아웃,
4815,완료,4000,4,2019-05-25 18:07:39,테이크아웃,
4816,완료,19000,383,2019-05-20 10:03:52,매장,
4817,완료,4000,,2019-05-26 17:27:25,테이크아웃,
4818,완료,4000,,2019-05-25 13:58:17,테이크아웃,
4819,완료,25000,200,2019-05-20 20:31:33,테이크아웃,
4820,완료,1500,121,2019-05-25 20:26:48,테이크아웃,
4821,완료,2000,384,2019-05-20 12:22:57,테이크아웃,
4822,완료,12000,61,2019-05-25 16:05:30,테이크아웃,
4823,완료,30000,127,2019-05-22 18:33:45,테이크아웃,
4824,취소,15000,190,2019-05-26 07:58:32,테이크아웃,
4825,완료,15000,,2019-05-26 12:45:08,매장,
4826,완료,5000,21,2019-05-20 07:18:30,테이크아웃,
4827,완료,1500,92,2019-05-20 19:07:15,테이크아웃,
4828,완료,16500,95,2019-05-21 22:32:17,매장,
4829,완료,15000,,2019-05-25 11:00:16,테이크아웃,
4830,완료,4000,,2019-05-22 15:14:56,테이크아웃,
4831,완료,8000,90,2019-05-23 13:02:46,테이크아웃,
4832,완료,12000,174,2019-05-26 10:39:27,매장,
4833,완료,4500,,2019-05-20 10:25:12,테이크아웃,
4834,완료,4500,59,2019-05-26 20:28:53,테이크아웃,
4835,완료,17000,263,2019-05-26 06:37:57,테이크아웃,
4836,완료,10500,,2019-05-26 07:59:06,테이크아웃,
4837,완료,13000,209,2019-05-26 16:04:58,테이크아웃,
4838,완료,15000,300,2019-05-23 08:13:55,테이크아웃,
4839,완료,5000,317,2019-05-26 11:03:47,테이크아웃,
4840,취소,3000,2,2019-05-22 17:47:58,테이크아웃,
4841,완료,5000,,2019-05-25 21:58:51,테이크아웃,
4842,완료,9000,,2019-05-25 13:03:53,테이크아웃,
4843,완료,16000,324,2019-05-23 08:52:49,테이크아웃,
4844,완료,9000,385,2019-05-26 11:33:30,매장,
4845,완료,14000,275,2019-05-23 16:11:11,테이크아웃,
4846,취소,11000,341,2019-05-23 14:05:46,매장,
4847,완료,28500,,2019-05-20 16:38:27,매장,
4848,취소,15500,59,2019-05-21 14:45:25,매장,
4849,완료,32500,242,2019-05-22 11:21:12,테이크아웃,
4850,완료,11000,100,2019-05-23 21:38:09,매장,
4851,취소,34000,220,2019-05-22 16:38:50,테이크아웃,
4852,완료,9000,386,2019-05-25 09:01:19,테이크아웃,
4853,완료,16500,203,2019-05-26 15:44:26,테이크아웃,
4854,완료,15000,,2019-05-23 11:52:31,테이크아웃,
4855,완료,10000,296,2019-05-21 06:31:37,매장,
4856,완료,3000,102,2019-05-22 08:06:34,테이크아웃,
4857,완료,8000,,2019-05-20 13:52:18,테이크아웃,
4858,완료,6000,346,2019-05-22 07:36:24,테이크아웃,
4859,완료,2500,315,2019-05-26 10:14:10,테이크아웃,
4860,완료,5500,311,2019-05-26 12:11:29,테이크아웃,
4861,완료,16500,236,2019-05-23 11:37:48,테이크아웃,
4862,완료,1500,152,2019-05-23 15:35:26,테이크아웃,
4863,완료,5000,27,2019-05-25 11:43:47,테이크아웃,
4864,완료,10500,111,2019-05-25 13:18:09,매장,
4865,완료,11000,,2019-05-20 20:35:41,매장,
4866,완료,1500,357,2019-05-25 15:26:05,테이크아웃,
4867,완료,4000,,2019-05-26 21:59:23,테이크아웃,
4868,완료,5500,274,2019-05-23 20:18:31,테이크아웃,
4869,완료,7000,99,2019-05-20 12:02:41,매장,
4870,완료,14500,33,2019-05-20 07:42:48,매장,
4871,완료,9000,8,2019-05-25 09:48:24,테이크아웃,
4872,완료,3000,22,2019-05-22 12:18:27,테이크아웃,
4873,완료,2000,,2019-05-26 11:01:21,테이크아웃,
4874,완료,4000,315,2019-05-20 13:47:59,테이크아웃,
4875,완료,12000,387,2019-05-26 18:05:39,매장,
4876,완료,15000,388,2019-05-20 14:40:01,테이크아웃,
4877,완료,16000,389,2019-05-25 14:49:12,매장,
4878,완료,7500,,2019-05-25 11:24:30,테이크아웃,
4879,완료,9000,,2019-05-22 08:23:24,테이크아웃,
4880,완료,10000,,2019-05-26 17:13:09,매장,
4881,완료,31000,121,2019-05-26 11:24:10,테이크아웃,
4882,취소,3000,194,2019-05-21 07:31:12,테이크아웃,
4883,완료,16500,134,2019-05-26 13:08:12,테이크아웃,
4884,완료,11000,,2019-05-23 06:44:12,매장,
4885,완료,10000,204,2019-05-22 11:05:20,테이크아웃,
4886,완료,9000,,2019-05-21 11:51:00,테이크아웃,
4887,완료,8000,380,2019-05-21 13:56:30,테이크아웃,
4888,완료,8000,297,2019-05-20 05:10:29,매장,
4889,완료,11000,232,2019-05-22 12:37:41,매장,
4890,완료,4000,95,2019-05-22 12:04:02,테이크아웃,
4891,완료,4000,321,2019-05-22 22:26:45,매장,
4892,완료,23500,,2019-05-20 11:31:31,매장,
4893,완료,6000,166,2019-05-20 16:43:31,테이크아웃,
4894,완료,3000,,2019-05-23 16:52:35,매장,
4895,완료,19500,283,2019-05-25 15:57:00,테이크아웃,
4896,완료,3500,296,2019-05-23 23:57:24,테이크아웃,
4897,완료,12000,,2019-05-26 06:17:54,매장,
4898,완료,3500,,2019-05-20 11:08:18,매장,
4899,완료,5500,178,2019-05-21 08:16:46,테이크아웃,
4900,완료,4000,,2019-05-21 14:16:10,테이크아웃,
4901,완료,8000,381,2019-05-26 16:13:41,테이크아웃,
4902,완료,8000,294,2019-05-26 13:55:53,테이크아웃,
4903,완료,10000,,2019-05-23 08:39:05,테이크아웃,
4904,완료,12000,,2019-05-26 10:41:05,테이크아웃,
4905,완료,1500,86,2019-05-23 08:10:55,매장,
4906,완료,32500,,2019-05-26 08:01:21,테이크아웃,
4907,완료,5000,310,2019-05-20 23:51:21,매장,
4908,완료,4000,133,2019-05-26 14:42:26,매장,
4909,완료,4000,352,2019-05-25 11:15:00,매장,
4910,완료,6000,,2019-05-22 12:31:42,테이크아웃,
4911,완료,15000,215,2019-05-22 14:59:24,테이크아웃,
4912,완료,3000,,2019-05-22 13:13:36,매장,
4913,완료,12000,341,2019-05-25 14:35:30,테이크아웃,
4914,취소,8000,,2019-05-26 01:33:35,테이크아웃,
4915,완료,8000,116,2019-05-22 14:30:22,테이크아웃,
4916,완료,19000,147,2019-05-22 12:38:31,테이크아웃,
4917,완료,12000,,2019-05-23 13:55:40,테이크아웃,
4918,완료,15000,,2019-05-26 11:38:51,매장,
4919,완료,4000,114,2019-05-21 12:37:38,테이크아웃,
4920,완료,5000,318,2019-05-21 08:19:09,매장,
4921,완료,12000,236,2019-05-26 09:40:37,매장,
4922,완료,12000,,2019-05-21 14:07:09,테이크아웃,
4923,완료,10000,315,2019-05-26 11:26:44,테이크아웃,
4924,완료,7500,,2019-05-22 21:26:47,테이크아웃,
4925,완료,8000,67,2019-05-26 12:47:53,매장,
4926,완료,4000,,2019-05-20 22:11:15,테이크아웃,
4927,완료,9000,253,2019-05-25 11:12:09,매장,
4928,완료,2000,,2019-05-25 09:10:24,매장,
4929,완료,12000,,2019-05-22 15:13:02,테이크아웃,
4930,완료,1500,176,2019-05-26 12:09:46,매장,
4931,완료,12000,343,2019-05-23 09:35:18,매장,
4932,완료,8000,146,2019-05-26 11:09:12,테이크아웃,
4933,완료,33500,365,2019-05-21 21:30:14,테이크아웃,
4934,완료,5500,320,2019-05-23 23:44:02,테이크아웃,
4935,완료,4000,349,2019-05-26 13:19:10,테이크아웃,
4936,완료,16500,,2019-05-20 13:12:36,테이크아웃,
4937,완료,8000,273,2019-05-26 19:42:37,매장,
4938,완료,4000,314,2019-05-20 07:20:00,매장,
4939,완료,9000,,2019-05-23 12:31:58,테이크아웃,
4940,완료,6000,206,2019-05-23 16:04:37,매장,
4941,완료,15000,59,2019-05-25 16:38:58,테이크아웃,
4942,완료,3000,193,2019-05-25 12:51:40,테이크아웃,
4943,완료,4000,1,2019-05-26 15:26:45,테이크아웃,
4944,완료,4000,390,2019-05-23 18:07:17,테이크아웃,
4945,완료,10500,194,2019-05-21 13:54:18,테이크아웃,
4946,완료,1500,,2019-05-23 08:39:42,테이크아웃,
4947,완료,3000,105,2019-05-22 15:37:07,테이크아웃,
4948,완료,4000,391,2019-05-25 22:17:14,테이크아웃,
4949,완료,8000,,2019-05-21 20:10:22,테이크아웃,
4950,완료,7500,,2019-05-26 13:40:07,테이크아웃,
4951,완료,6000,381,2019-05-26 12:03:34,테이크아웃,
4952,취소,4000,,2019-05-25 09:08:56,테이크아웃,
4953,완료,21000,180,2019-05-26 08:03:37,매장,
4954,완료,3000,273,2019-05-20 10:18:11,테이크아웃,
4955,완료,5000,392,2019-05-20 17:10:12,테이크아웃,
4956,완료,5500,,2019-05-26 19:31:00,매장,
4957,완료,4500,,2019-05-26 15:57:30,테이크아웃,
4958,완료,11000,,2019-05-26 11:01:02,테이크아웃,
4959,완료,2500,170,2019-05-25 15:58:34,매장,
4960,완료,19000,157,2019-05-23 13:42:28,테이크아웃,
4961,완료,10000,217,2019-05-22 16:50:51,매장,
4962,완료,19000,,2019-05-20 15:33:47,테이크아웃,
4963,완료,3500,287,2019-05-21 23:51:25,테이크아웃,
4964,완료,15000,,2019-05-21 08:03:45,테이크아웃,
4965,완료,16000,308,2019-05-23 11:23:18,매장,
4966,완료,6000,,2019-05-26 07:12:56,매장,
4967,완료,10000,130,2019-05-22 16:29:47,매장,
4968,완료,7000,393,2019-05-23 16:50:45,매장,
4969,완료,6000,52,2019-05-22 18:08:16,테이크아웃,
4970,완료,5000,,2019-05-22 11:12:39,테이크아웃,
4971,완료,12000,345,2019-05-21 11:12:03,테이크아웃,
4972,완료,1500,300,2019-05-25 19:59:04,테이크아웃,
4973,완료,14500,39,2019-05-20 15:58:03,매장,
4974,완료,5000,,2019-05-23 12:49:48,테이크아웃,
4975,완료,1500,87,2019-05-23 09:20:12,테이크아웃,
4976,완료,6000,50,2019-05-23 06:41:49,매장,
4977,완료,5000,,2019-05-25 13:21:19,테이크아웃,
4978,완료,8000,,2019-05-26 12:12:12,테이크아웃,
4979,완료,1500,,2019-05-22 13:17:17,테이크아웃,
4980,완료,11000,143,2019-05-26 16:04:15,테이크아웃,
4981,취소,10000,,2019-05-23 08:52:07,매장,
4982,완료,11000,153,2019-05-20 14:06:20,테이크아웃,
4983,완료,18000,42,2019-05-21 12:47:11,테이크아웃,
4984,완료,6000,204,2019-05-21 06:57:59,테이크아웃,
4985,완료,3000,264,2019-05-21 22:46:01,테이크아웃,
4986,완료,4000,306,2019-05-23 15:50:00,테이크아웃,
4987,완료,3000,44,2019-05-26 16:38:30,매장,
4988,완료,5500,301,2019-05-20 06:41:09,테이크아웃,
4989,완료,12000,13,2019-05-23 11:15:32,테이크아웃,
4990,완료,4000,,2019-05-26 20:13:03,테이크아웃,
4991,완료,14500,208,2019-05-20 09:38:55,매장,
4992,완료,11000,28,2019-05-22 12:18:41,매장,
4993,완료,6000,316,2019-05-21 17:25:49,테이크아웃,
4994,완료,15000,,2019-05-22 11:19:29,테이크아웃,
4995,완료,9000,20,2019-05-22 15:13:31,매장,
4996,완료,12000,32,2019-05-23 15:53:52,테이크아웃,
4997,완료,9000,202,2019-05-22 10:27:18,테이크아웃,
4998,완료,15000,,2019-05-22 11:50:44,테이크아웃,
4999,완료,11000,15,2019-05-25 12:21:24,테이크아웃,
5000,완료,3000,135,2019-05-23 12:47:10,테이크아웃,
5001,완료,3000,114,2019-05-25 09:33:04,매장,
5002,완료,16500,240,2019-05-20 08:30:08,테이크아웃,
5003,완료,15000,85,2019-05-20 11:00:38,매장,
5004,완료,2500,270,2019-05-26 13:43:04,테이크아웃,
5005,완료,1500,171,2019-05-21 17:34:08,테이크아웃,
5006,완료,3000,336,2019-05-25 16:14:13,테이크아웃,
5007,완료,5000,,2019-05-26 11:49:31,테이크아웃,
5008,완료,22500,54,2019-05-25 19:37:44,테이크아웃,
5009,완료,9000,277,2019-05-26 08:27:49,테이크아웃,
5010,완료,5000,251,2019-05-23 06:12:20,매장,
5011,완료,3000,,2019-05-26 06:06:19,테이크아웃,
5012,취소,6000,286,2019-05-26 10:31:12,매장,
5013,취소,11000,,2019-05-21 12:13:39,테이크아웃,
5014,완료,4000,114,2019-05-25 08:27:38,테이크아웃,
5015,완료,4500,,2019-05-20 15:54:19,매장,
5016,완료,9000,233,2019-05-25 19:32:33,테이크아웃,
5017,완료,4000,367,2019-05-26 21:02:21,테이크아웃,
5018,완료,5500,282,2019-05-20 21:26:23,매장,
5019,완료,8000,,2019-05-20 22:43:12,매장,
5020,완료,12000,116,2019-05-23 15:01:47,테이크아웃,
5021,완료,9000,248,2019-05-25 18:15:03,매장,
5022,완료,2500,168,2019-05-25 23:33:50,테이크아웃,
5023,완료,5000,,2019-05-26 06:03:55,테이크아웃,
5024,완료,8500,394,2019-05-22 07:05:54,테이크아웃,
5025,완료,4000,297,2019-05-22 15:58:56,테이크아웃,
5026,완료,12000,267,2019-05-21 15:18:12,매장,
5027,완료,10000,157,2019-05-21 21:52:21,테이크아웃,
5028,완료,9000,,2019-05-22 14:42:10,테이크아웃,
5029,완료,12000,,2019-05-21 13:33:15,테이크아웃,
5030,완료,15000,22,2019-05-20 21:42:06,테이크아웃,
